abn_key,Charity_Legal_Name,State,Town_City,Charity_Website,charity size,staff - volunteers,total full time equivalent staff,total revenue,net assets/liabilities,beneficiary_count,states_operating,years_operating,pillar_legitimacy,pillar_impact,pillar_capacity,pillar_cause,fit_score,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,rank,is_top_10
42626145355,Tradeswomen Australia Foundation Ltd,VIC,Elwood,www.tradeswomenaustralia.com.au,Medium,6,3.0,267937,73410,5,5,,51.69450608591501,25.572278344293014,71.9232245681382,24.65753424657534,41.1,Y,Y,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,14053,0
57160325799,Mercy Centre Australia Ltd.,NSW,Bondi Beach,mercycentreaustralia.org,Small,5,0.0,195902,103192,2,0,8.0,74.8,2.3717398900854496,100.0,6.8493150684931505,41.1,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14054,0
61700573214,Canberra Church of Christ,ACT,Weston,https://churchact.org.au/,Small,50,0.0,29668,215226,1,1,,70.0,9.622160805616396,100.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,14055,0
58104635075,Paraburdoo Primary School Parents And Citizens Association Inc,,,http://www.facebook.com/ParaburdooPandC,Small,16,0.3,24938,0,4,0,48.0,51.8218361749818,11.970520029225819,98.99232245681381,19.17808219178082,41.1,Y,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,14056,0
81724786650,Our Superhero Boys Inc,QLD,Mount Pleasant,www.oursuperheroboys.org,Small,12,0.0,12618,38140,1,1,5.0,73.0,6.073128117157459,100.0,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,14057,0
19614704380,Boots for Balkans Limited,VIC,Preston,,Small,6,0.0,700,887,4,1,4.0,72.4,8.369897391912064,80.0,17.80821917808219,41.1,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,14058,0
19543792741,Shared Reading NSW INCORPORATED,NSW,Hazelbrook,www.sharedreading.org.au,Small,0,5.43,16585,11860,9,1,,40.0,12.571428571428571,81.76103646833013,43.83561643835616,41.1,Y,Y,Y,,,,,,Y,Y,,,Y,,,,Y,,Y,,Y,,,,,Y,,,,,,,,,Y,,14059,0
19442692968,The Trustee For Our Lady Star Of The Sea School Building Fund,VIC,Ocean Grove,,Small,2,0.0,1804,18705,0,0,64.0,100.0,0.18679119412941778,80.0,0.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14060,0
72422457117,Walcha Community Centre Management Committee,,,,Small,6,0.0,6663,17176,2,0,34.0,90.4,2.4651354871501585,80.0,6.8493150684931505,41.1,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,Y,,,,Y,Y,,Y,,14061,0
68320267277,Project Didi Australia,ACT,Pialligo,www.projectdidiaustralia.org/,Small,23,0.0,29731,0,10,0,6.0,33.6,11.671908256297828,100.0,36.986301369863014,41.1,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,,,,,,,,,Y,,Y,,,,,,,,,,,Y,,14062,0
18469779532,Ocean Grove Toy Library Inc.,,,www.oceangrovetoylibrary.org.au,Small,15,0.0,4698,15000,2,1,,70.0,7.305695860732539,100.0,5.47945205479452,41.1,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14063,0
29803413241,Helping Hands Foundation,NSW,Newington,https://web.facebook.com/groups/160774764105043/about,Small,1,0.0,5000,500,1,1,7.0,74.2,5.0457765494456615,100.0,4.10958904109589,41.1,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,14064,0
18968842208,MINGALATHUKHA BUDDHIST ASSOCIATION INCORPORATED,WA,Leeming,,Small,10,0.0,13610,11104,6,1,,70.0,10.648241684932803,80.0,17.80821917808219,41.1,,,Y,,,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,14065,0
41901391780,Sirovilla Incorporated,VIC,Highton,https://www.sirovilla.org.au,Medium,12,2.0,950055,15377484,1,1,48.0,91.80417255642809,6.823128117157459,75.28214971209212,4.10958904109589,41.1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,0
82073826838,Health Television Network Limited,NSW,Roseville Chase,www.htn.edu.au,Small,20,4.0,38786,759550,4,0,24.0,71.24009616936536,6.302435750817988,86.56429942418426,16.43835616438356,41.1,,,Y,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,14067,0
56530253401,Returned Services League Applecross Sub-branch,WA,Applecross,www.rslwa.org.au,Small,80,0.0,24084,51473,1,0,,70.0,8.424028717557665,100.0,4.10958904109589,41.1,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,14068,0
73011035420,Self Help Accomodation Link Of Mackay Limited,QLD,Mackay Mc,,Small,5,0.0,136350,2613653,2,0,30.0,88.0,2.3717398900854496,80.0,9.58904109589041,41.1,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,14069,0
59113903898,The Finian Foundation Ltd,VIC,Mentone,https://www.stbedes.catholic.edu.au/old-collegians-association/giving-back/,Small,3,0.0,44409,212477,1,0,15.0,79.0,1.2325677435750793,100.0,4.10958904109589,41.1,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,14070,0
39486943979,Diamond Valley-Whittlesea Rental Housing Co-Operative,VIC,LALOR PLAZA,,Small,7,0.0,41167,200569,1,1,35.0,91.0,5.606150131833915,80.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,14071,0
30607498377,Methodist Medical & Mission Ltd,VIC,Malvern East,www.cmca-mmm.org.au,Small,15,0.0,154395,122051,2,1,,70.0,7.305695860732539,100.0,5.47945205479452,41.1,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,14072,0
84622144932,Maya Youth in Performing Arts Ltd,,,https://www.mayaarts.com.au/,Small,30,0.0,11955,7869,2,0,3.0,71.8,4.706629816703171,100.0,6.8493150684931505,41.1,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,14073,0
57795705920,Salut! Baroque  Incorporated,ACT,Hall,www.baroque.com.au,Small,4,0.0,37786,6361,4,0,22.0,65.66758935351987,4.183106197782645,100.0,13.698630136986301,41.1,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,14074,0
80538220663,Sydney Pet Rescue & Adoption Inc.,NSW,Sylvania Southgate,https://www.sydneypetrescue.com.au,Small,20,0.0,41927,161418,1,0,14.0,78.4,2.8202928936751306,100.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,14075,0
72108583893,Georges Mora Foundation,VIC,Melbourne,www.georgesmorafellowship.org.au,Small,9,0.0,17514,42280,1,0,16.0,79.6,1.7929413259633324,100.0,2.73972602739726,41.1,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14076,0
57121268782,Pythagoras Greek School Limited,VIC,Brighton,www.pythgaorasgreekschool.org,Small,2,0.0,172646,57259,3,1,14.0,63.50405132032224,7.0439340512722755,100.0,12.32876712328767,41.1,,,,Y,,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,14077,0
60386294900,Rotary Bowelscan Committee Inc,VIC,Grovedale,https://rotarybowelscan.com.au,Medium,15,0.0,267967,329872,5,1,,70.0,10.162838717875395,82.0,16.43835616438356,41.1,,Y,Y,,,,,,Y,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,,14078,0
91942215751,Wimmera Southern Mallee Local Learning & Employment Network Incorporated,VIC,Horsham,https://www.llen.com.au,Medium,13,3.9,585234,540091,9,0,18.0,58.65466975741397,10.202237999936454,68.90019193857965,38.35616438356164,41.1,Y,,,Y,,Y,Y,,Y,Y,,,Y,,,,,,Y,,,,,Y,,,Y,,,,,,,,,,14079,0
12146400758,Rock Impact Incorporated,QLD,Bungalow,www.rockimpact.com.au,Small,20,1.0,134063,78667,6,0,,50.37205895124466,10.082197655579893,96.64107485604606,24.65753424657534,41.1,,Y,Y,,,,,Y,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,14080,0
53251158610,Heathcote Public School P&C Association,NSW,Heathcote,https://heathcote-p.schools.nsw.gov.au/parents-and-citizen-association.html,Small,50,0.6,157475,117870,1,0,,62.617221807134314,16.038827472283064,97.98464491362765,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14081,0
78419133002,Western Australia Indo-China Chinese Benevolent Association,WA,Dianella,,Small,8,0.0,52834,1325622,2,0,36.0,91.6,2.651926681279576,80.0,5.47945205479452,41.1,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,14082,0
97924429954,The Trustee For Sa Potato Industry Trust Fund,SA,St Agnes,https://www.sapit.net.au/,Small,4,0.0,143738,2674611,0,0,23.0,83.8,0.37358238825883555,100.0,0.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14083,0
71332147502,Orbost And District Elderly Peoples Homes Incorporated,VIC,Orbost,,Small,12,0.0,99416,1258185,1,1,32.0,88.91295662611455,6.073128117157459,80.0,4.10958904109589,41.1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,14084,0
31977223482,St Stephens Anglican Church Villawood,NSW,Villawood,,Small,2,0.0,85340,1838260,10,1,,40.0,13.710600717938942,80.0,43.83561643835616,41.1,,Y,Y,,,,Y,Y,Y,Y,,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,14085,0
77421310892,Orana Heights Public School P & C Association,NSW,Dubbo,,Small,7,2.0,160350,155914,5,1,44.0,71.84056895850333,9.853173941357724,73.28214971209212,21.91780821917808,41.1,Y,,,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,14086,0
71272156547,Shoalhaven Women's Health Centre Inc,NSW,Nowra,www.shoalhavenwomenshealthcentre.org.au,Medium,3,4.2,538389,130110,8,1,,47.653841053026895,11.988520124527462,67.89251439539348,47.94520547945205,41.1,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,Y,,,,,,,,,,,,,,14087,0
52879027384,Frankston Hospital Ladies Auxiliary,VIC,Frankston,,Medium,55,0.0,559767,265889,1,1,52.0,100.0,10.089138790939941,62.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,14088,0
98098093954,Douglas Park Parent And Citizens Association,NSW,Douglas Park,,Small,10,0.0,52795,1000,1,0,40.0,94.0,1.8863369230280416,80.0,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14089,0
69204522424,Bill Tingate Brain Cancer Foundation Inc,VIC,Camberwell,www.billtingatecharity.org.au,Small,15,0.0,13094,20992,1,1,,70.0,6.353314908351586,100.0,6.8493150684931505,41.1,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,14090,0
65840343603,Bega Valley Genealogy Society Inc.,NSW,Pambula,http://wwwbvgenealogy.org,Small,35,0.0,1697,0,6,1,33.0,49.8,12.983131611550526,100.0,19.17808219178082,41.1,,Y,Y,,,,,Y,Y,,,,Y,,,,,,,,,,,Y,,Y,Y,,,,,Y,,,,,14091,0
29006537643,The Trustee For The Isms Scholarship Fund,NSW,Rozelle,isms.nsw.edu.au,Small,0,0.0,2107,12405,2,0,9.0,75.4,1.9047619047619049,100.0,6.8493150684931505,41.1,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14092,0
15031459336,The Trustee for Skipper-Jacobs Charitable Trust,NSW,Sydney,,Small,0,0.0,125127,4014079,4,0,,70.0,3.8095238095238098,80.0,26.027397260273972,41.1,,,,,,,,,,,,Y,,,Y,,Y,,,,,,Y,,,,,,,,,Y,,,,,14093,0
51537403022,SEYMOUR RSL SUB-BRANCH PATRIOTIC FUND,VIC,MELBOURNE,,Small,5,0.0,1028,410720,1,1,33.0,89.8,5.419358937704497,80.0,4.10958904109589,41.1,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,14094,0
94043366432,Queanbeyan West P&C Association,,,,Small,10,0.0,14533,6250,1,0,40.0,94.0,1.8863369230280416,80.0,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14095,0
77479878213,Returned Services League Of Aust Goombungee Sub Brch,QLD,Goombungee,,Small,15,0.0,34492,44296,5,0,11.0,76.6,6.162838717875395,80.0,16.43835616438356,41.1,,Y,Y,,,,,,Y,,,,Y,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,14096,0
14154880274,The Trustee For Donkey Wheel Fund,VIC,Melbourne,donkeywheel.org,Small,0,0.0,189671,3694236,0,1,16.0,79.6,4.0,100.0,0.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14097,0
52487808530,West Australian Urologic Research Organisation Inc,WA,West Leederville,www.wauro.org.au,Small,5,0.0,28583,968819,2,1,,70.0,6.37173989008545,100.0,6.8493150684931505,41.1,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,14098,0
77629442510,The Trustee For The Ragdoll Foundation,WA,Perth,,Medium,0,0.0,260000,11437,7,1,10.0,76.0,10.666666666666666,62.0,26.027397260273972,41.1,,Y,,,,,,,Y,Y,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,14099,0
70420746258,Returned & Services League Mount Lawley-Inglewood Sub-branch,WA,Inglewood,www.rslwa.org.au,Small,40,0.0,8000,2460,1,1,,70.0,8.688204834969309,100.0,4.10958904109589,41.1,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,14100,0
96425517275,Indonesian Ukhuwah Centre Inc.,WA,Murdoch,https://iucwa.org.au,Small,15,0.0,12030,318682,2,1,,70.0,7.305695860732539,100.0,5.47945205479452,41.1,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,14101,0
98941285503,Sanatan Dharm Mission,ACT,Ngunnawal,,Small,6,0.0,10696,89451,4,1,,70.0,8.369897391912064,80.0,20.54794520547945,41.1,,,,,,,Y,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,14102,0
53636371287,CONCORDIA LUTHERAN COLLEGE FUTURE FOUNDATION LTD,QLD,Harristown,https://www.concordia.qld.edu.au/community/concordia-foundation,Small,0,0.0,14560,14546,3,0,,70.0,2.857142857142857,100.0,10.95890410958904,41.1,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,14103,0
47197282470,Pacific Palms Public School Parents And Citizens Association,NSW,Boomerang Beach,,Small,20,0.0,98514,67326,1,1,63.0,88.26846538965785,6.820292893675131,80.0,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14104,0
99659766292,One Dollar Project Inc,WA,East Cannington,www.onedollarproject.org.au,Small,5,0.0,54601,34989,2,0,10.0,76.0,2.3717398900854496,100.0,5.47945205479452,41.1,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,14105,0
69933248153,Punchbowl Primary School Association Inc,TAS,Newstead,,Small,20,0.0,2810,17559,1,1,30.0,88.0,6.820292893675131,80.0,4.10958904109589,41.1,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14106,0
65025867995,Newcastle Breast Centre Research Association,NSW,Gateshead,,Small,5,0.0,82635,319785,3,0,21.0,82.6,3.3241208424664017,80.0,13.698630136986301,41.1,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,14107,0
36247933529,Kempsey Family History Group Inc,NSW,West Kempsey,www.kempseyfamilyhistorygroup.com.au,Small,8,0.0,2471,1950,1,1,8.0,74.8,5.699545728898624,100.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,14108,0
50898255198,Bell Community Housing Association Inc.,QLD,Bell,,Small,6,0.0,67454,993463,3,1,20.0,82.0,7.417516439531111,80.0,9.58904109589041,41.1,,,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,14109,0
11301552846,Victoria's Heritage Restoration Fund Inc,VIC,East Melbourne,www.vhrf.com.au,Medium,8,0.0,296091,294184,1,1,32.0,89.2,5.699545728898624,82.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,14110,0
29111879531,STOLEN GENERATIONS LINK-UP (NSW),NSW,Ropes Crossing,www.bthenterprises.org.au,Small,1,0.0,26393,682520,1,1,,70.0,5.0457765494456615,100.0,8.21917808219178,41.1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,14111,0
45549406633,Australian Wildlife Assistance Rescue & Education Inc,VIC,Frankston Heights,https://www.awarewildlife.org.au,Small,85,0.0,361570,578983,0,1,,70.0,11.938625750500256,100.0,0.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,14112,0
49161787684,The Trustee For The Genesis Life Foundation,NSW,MOSMAN,https://genesisfoundation.org.au,Medium,5,0.0,905192,17051563,4,0,21.0,82.6,4.276501794847354,82.0,10.95890410958904,41.1,,Y,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y,,,,,,Y,,,,,14113,0
29108513646,The Trustee For Sh Macculloch Trust,,,,Small,0,0.0,3264,74465,1,0,44.0,96.4,0.9523809523809524,80.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,14114,0
13340801870,The Trustee For Bendigo Health Care Group Foundation Charitable Trust,VIC,Bendigo,http://www.bendigohealthfoundation.org.au/,Medium,25,0.0,407622,742793,1,1,29.0,87.4,7.287270878998674,82.0,2.73972602739726,41.1,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,14115,0
50729780906,Geraldton Grammar School Parents & Friends' Association Incorporated,WA,Beresford,www.geraldtongrammarschool.wa.edu.au,Small,13,0.0,4219,26305,3,0,,70.0,4.0712856189840725,100.0,9.58904109589041,41.1,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14116,0
97623930187,Heartbeat Victoria Sunraysia Inc.,,,,Small,14,0.0,10969,32860,1,0,35.0,91.0,2.2599193112868767,80.0,6.8493150684931505,41.1,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,14117,0
98299059906,Haering Road Preschool,,,,Small,7,2.57,7290,6918,1,1,45.0,97.0,5.9466170579039535,71.36756238003838,2.73972602739726,41.0,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14118,0
42414328805,The Trustee For C D Lloyd,NSW,Sydney,,Small,0,0.0,4943,132939,0,0,83.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14119,0
98163220438,MUSLIM LEGAL NETWORK (WA) INCORPORATED,WA,Perth,https://www.mlnwa.org.au,Medium,9,0.0,434582,649787,9,1,,40.0,13.41198894501095,82.0,42.465753424657535,41.0,,Y,,,,,Y,Y,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,,Y,,,,,,,Y,,,14120,0
85621561580,The Trustee For Pa Connolly Trust,NSW,Sydney,,Small,0,0.0,38276,1014229,0,0,94.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14121,0
13214315710,The Trustee For Anna White Trust For Bush Nursing In Austraila,NSW,Sydney,,Small,0,0.0,2103,49871,0,0,77.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14122,0
85649761002,The Trustee For Charles Zachare Taylor Trust 1944 Fund,VIC,Melbourne,,Small,0,0.0,45946,1080980,0,0,102.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14123,0
32623086264,Early Education for Sustainability South Australia Incorporated,SA,GLEN OSMOND,http://www.eessa.org.au,Small,8,0.0,3546,10734,3,0,,70.0,3.6043076336605284,100.0,9.58904109589041,41.0,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,14124,0
69609700414,Titus Foundation Limited,NSW,Hurstville,www.titusfoundation.org.au,Small,5,2.0,172183,55103,2,1,5.0,73.0,6.68423989008545,93.28214971209212,8.21917808219178,41.0,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,14125,0
50505051746,The Trustee For A S Burdekin Trust,NSW,Sydney,,Small,0,0.0,15837,421474,0,0,84.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14126,0
85562437374,Oz Challenge Inc,VIC,Blackburn South,www.ozchallenge.org.au,Small,0,2.33,152843,76583,5,0,26.0,69.34525027436109,4.761904761904762,92.17370441458733,15.068493150684931,41.0,,Y,Y,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,14127,0
12667902049,The Trustee for Natural Resources Conservation Trust,VIC,Sunbury,http://www.nrct.au,Small,7,0.0,1000,974,3,0,,70.0,3.5109120365958195,100.0,9.58904109589041,41.0,,Y,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,14128,0
20906576604,Timor Leste Vision Incorporated,WA,"Leederville,",www.tlv.org.au/,Small,11,0.0,9570,20,1,0,15.0,79.0,1.9797325200927505,100.0,2.73972602739726,41.0,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,14129,0
98130989053,Annesley College Legacies And Endowment Fund,SA,Wayville,www.annesley.sa.edu.au,Small,9,0.0,2231,1882772,3,0,,70.0,3.6977032307252373,100.0,9.58904109589041,41.0,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14130,0
97626589179,HelpMe Feed Foundation Ltd,NSW,Sydney,https://helpmefeed.org/,Small,10,0.0,1020,1517,3,0,2.0,71.2,3.7910988277899462,100.0,8.21917808219178,41.0,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,14131,0
30746683167,The Trustee For Peter Grant Trust,NSW,Sydney,,Small,0,0.0,18522,413486,0,0,68.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14132,0
85778900948,Kingdom Mission International (Australia) incorporated,TAS,Kellevie,http://kmiaus.org,Small,9,0.0,19770,1691,3,0,,70.0,3.6977032307252373,100.0,9.58904109589041,41.0,,Y,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,14133,0
85780150811,W T R Williamson Estate,VIC,Melbourne,,Small,0,0.0,18206,430588,0,1,42.0,95.2,4.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14134,0
98026313590,Illumina S.A.Inc,SA,Adelaide,http://www.illumina.org.au,Small,20,0.0,10334,16921,1,0,11.0,76.6,2.8202928936751306,100.0,4.10958904109589,41.0,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,14135,0
30830245181,The Trustee For Estate Of Patrick Joseph Brennan,NSW,Sydney,,Small,0,0.0,57504,1492357,0,0,102.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14136,0
86008128226,The Trustee For John Holt Medical Research Endowment,NSW,Sydney,,Small,0,0.0,245820,6351005,0,0,69.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14137,0
86036942103,The Trustee For The Elizabeth Stephens Bequest,NSW,Sydney,,Small,0,0.0,5258,141635,0,0,81.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14138,0
12353562686,Ac Macbean Estate,NSW,Sydney,,Small,0,0.0,4568,123618,0,0,93.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14139,0
34585840530,The Franklin Fund,NSW,Sydney,,Small,0,0.0,66593,1417882,0,0,66.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14140,0
86306796880,Native Animal Network Inc,SA,Littlehampton,,Small,80,0.0,71647,81929,0,1,27.0,86.2,11.471647765176712,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141,0
68049461619,St Paul's School (Bald Hills) Supporters Association Inc,QLD,Bald Hills,https://www.stpauls.qld.edu.au/support-us/associations-supporter-groups/,Small,120,0.0,73570,303168,2,1,21.0,52.6,17.11223355252697,100.0,10.95890410958904,41.0,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,14142,0
21078294325,The Trustee For John Taylor Trust,NSW,Sydney,,Small,0,0.0,19500,518392,0,0,77.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14143,0
98503314053,Halliwell H Estate,VIC,Melbourne,,Small,0,0.0,43318,906630,0,1,42.0,95.2,4.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14144,0
85182741277,Autism Pathways Incorporated,VIC,North Melbourne,https://autismpathways.org.au/,Medium,20,0.0,419280,181143,4,0,24.0,72.26648390124666,5.677435750817988,82.0,19.17808219178082,41.0,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,14145,0
83523448328,The Trustee For The Marcia Abel Scholarship,NSW,Sydney,,Small,0,0.0,112726,2505026,0,0,55.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14146,0
98947617796,The Trustee For Annie Roberts Trust,NSW,Sydney,,Small,0,0.0,2022,47221,0,0,67.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,14147,0
49435900276,The Trustee For Thomas Lawrence Pawlett Scholarship,NSW,Sydney,,Small,0,0.0,53078,1205485,0,0,87.0,100.0,0.0,80.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,14148,0
